,code,pinyin_abbr,fund_name,fund_type,pinyin
23464,512480,GLAZZBDTETF,国联安中证半导体ETF,指数型-股票,GUOLIANANZHONGZHENGBANDAOTIETF
23465,512500,HXZZ500ETF,华夏中证500ETF,指数型-股票,HUAXIAZHONGZHENG500ETF
23466,512510,HTBRZZ500ETF,华泰柏瑞中证500ETF,指数型-股票,HUATAIBAIRUIZHONGZHENG500ETF
23467,512520,HTMSCIZGAGGJTETF,华泰MSCI中国A股国际通ETF,指数型-股票,HUATAIMSCIZHONGGUOAGUGUOJITONGETF
23468,512530,JXHS300HLETF,建信沪深300红利ETF,指数型-股票,JIANXINHUSHEN300HONGLIETF
23469,512550,JSFSZGA50ETF,嘉实富时中国A50ETF,指数型-股票,JIASHIFUSHIZHONGGUOA50ETF
23470,512560,YFDZZJGETF,易方达中证军工ETF,指数型-股票,YIFANGDAZHONGZHENGJUNGONGETF
23471,512570,YFDZZQZZQGSETF,易方达中证全指证券公司ETF,指数型-股票,YIFANGDAZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23472,512580,GFZZHBETF,广发中证环保ETF,指数型-股票,GUANGFAZHONGZHENGHUANBAOETF
23473,512600,JSZZZYXFETF,嘉实中证主要消费ETF,指数型-股票,JIASHIZHONGZHENGZHUYAOXIAOFEIETF
23474,512640,JSZZJRDCETF,嘉实中证金融地产ETF,指数型-股票,JIASHIZHONGZHENGJINRONGDICHANETF
23475,512650,TFZZCSJETF,添富中证长三角ETF,指数型-股票,TIANFUZHONGZHENGCHANGSANJIAOETF
23476,512660,GTZZJGETF,国泰中证军工ETF,指数型-股票,GUOTAIZHONGZHENGJUNGONGETF
23477,512670,PHZZGFETF,鹏华中证国防ETF,指数型-股票,PENGHUAZHONGZHENGGUOFANGETF
23478,512680,GFZZJGETF,广发中证军工ETF,指数型-股票,GUANGFAZHONGZHENGJUNGONGETF
23479,512690,PHZZJETF,鹏华中证酒ETF,指数型-股票,PENGHUAZHONGZHENGJIUETF
23480,512700,NFZZYHETF,南方中证银行ETF,指数型-股票,NANFANGZHONGZHENGYINHANGETF
23481,512710,FGZZJGLTETF,富国中证军工龙头ETF,指数型-股票,FUGUOZHONGZHENGJUNGONGLONGTOUETF
23482,512720,GTZZJSJETF,国泰中证计算机ETF,指数型-股票,GUOTAIZHONGZHENGJISUANJIETF
23483,512730,PHZZYHETF,鹏华中证银行ETF,指数型-股票,PENGHUAZHONGZHENGYINHANGETF
23484,512750,JSZZRLJBMETF,嘉实中证锐联基本面ETF,指数型-股票,JIASHIZHONGZHENGRUILIANJIBENMIANETF
23485,512760,GTCESBDTXPETF,国泰CES半导体芯片ETF,指数型-股票,GUOTAICESBANDAOTIXINPIANETF
23486,512770,HXZLXXCZETF,华夏战略新兴成指ETF,指数型-股票,HUAXIAZHANLUEXINXINGCHENGZHIETF
23487,512800,HBZZYHETF,华宝中证银行ETF,指数型-股票,HUABAOZHONGZHENGYINHANGETF
23488,512810,HBZZJGETF,华宝中证军工ETF,指数型-股票,HUABAOZHONGZHENGJUNGONGETF
23489,512820,HTFZZYHETF,汇添富中证银行ETF,指数型-股票,HUITIANFUZHONGZHENGYINHANGETF
23490,512870,NHZZHZWQETF,南华中证杭州湾区ETF,指数型-股票,NANHUAZHONGZHENGHANGZHOUWANQUETF
23491,512880,GTZZQZZQGSETF,国泰中证全指证券公司ETF,指数型-股票,GUOTAIZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23492,512890,HTBRZZHLDBETF,华泰柏瑞中证红利低波ETF,指数型-股票,HUATAIBAIRUIZHONGZHENGHONGLIDIBOETF
23493,512900,NFZZQZZQGSETF,南方中证全指证券公司ETF,指数型-股票,NANFANGZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23494,512910,GFZZA100ETF,广发中证A100ETF,指数型-股票,GUANGFAZHONGZHENGA100ETF
23495,512930,PARGZNETF,平安人工智能ETF,指数型-股票,PINGANRENGONGZHINENGETF
23496,512950,HXZZYQETF,华夏中证央企ETF,指数型-股票,HUAXIAZHONGZHENGYANGQIETF
23497,512960,BSYQJGTZETF,博时央企结构调整ETF,指数型-股票,BOSHIYANGQIJIEGOUTIAOZHENGETF
23498,512970,PAYGADWQETF,平安粤港澳大湾区ETF,指数型-股票,PINGANYUEGANGAODAWANQUETF
23499,512980,GFZZCMETF,广发中证传媒ETF,指数型-股票,GUANGFAZHONGZHENGCHUANMEIETF
23500,512990,HXMSCIAGGJTETF,华夏MSCIA股国际通ETF,指数型-股票,HUAXIAMSCIAGUGUOJITONGETF
23501,513000,YFDAMRJ225ETFQDII,易方达奥明日经225ETF(QDII),指数型-海外股票,YIFANGDAAOMINGRIJING225ETFQDII
23502,513010,YFDHSKJQDIIETF,易方达恒生科技(QDII-ETF),指数型-海外股票,YIFANGDAHENGSHENGKEJIQDIIETF
23503,513020,GTZZGGTKJETF,国泰中证港股通科技ETF,指数型-股票,GUOTAIZHONGZHENGGANGGUTONGKEJIETF
23504,513030,HADGDAXETFQDII,华安德国(DAX)ETF(QDII),指数型-海外股票,HUAANDEGUODAXETFQDII
23505,513040,YFDZZGGTHLWETF,易方达中证港股通互联网ETF,指数型-股票,YIFANGDAZHONGZHENGGANGGUTONGHULIANWANGETF
23506,513050,YFDZGHL50ETF,易方达中概互联50ETF,指数型-海外股票,YIFANGDAZHONGGAIHULIAN50ETF
23507,513060,BSHSYLBJQDIIETF,博时恒生医疗保健(QDII-ETF),指数型-海外股票,BOSHIHENGSHENGYILIAOBAOJIANQDIIETF
23508,513070,YFDZZGGTXFZTETF,易方达中证港股通消费主题ETF,指数型-股票,YIFANGDAZHONGZHENGGANGGUTONGXIAOFEIZHUTIETF
23509,513080,HAFGCAC40ETFQDII,华安法国CAC40ETF(QDII),指数型-海外股票,HUAANFAGUOCAC40ETFQDII
23510,513090,YFDZZXGZQTZETF,易方达中证香港证券投资ETF,指数型-股票,YIFANGDAZHONGZHENGXIANGGANGZHENGQUANTOUZIETF
23511,513100,GTNSDK100ETF,国泰纳斯达克100ETF,指数型-海外股票,GUOTAINASIDAKE100ETF
23512,513110,HTBRNSDK100ETFQDII,华泰柏瑞纳斯达克100ETF(QDII),指数型-海外股票,HUATAIBAIRUINASIDAKE100ETFQDII
23513,513120,GFZZXGCXYETFQDII,广发中证香港创新药ETF(QDII),指数型-海外股票,GUANGFAZHONGZHENGXIANGGANGCHUANGXINYAOETFQDII
23514,513130,HTBRNFDYHSKJQDIIETF,华泰柏瑞南方东英恒生科技(QDII-ETF),指数型-海外股票,HUATAIBAIRUINANFANGDONGYINGHENGSHENGKEJIQDIIETF
23515,513140,HTBRZZXG300JRFWETFQDII,华泰柏瑞中证香港300金融服务ETF(QDII),指数型-海外股票,HUATAIBAIRUIZHONGZHENGXIANGGANG300JINRONGFUWUETFQDII
23516,513150,HTBRGGTKJETF,华泰柏瑞港股通科技ETF,指数型-股票,HUATAIBAIRUIGANGGUTONGKEJIETF
23517,513160,YHHSGGTZGKJETF,银华恒生港股通中国科技ETF,指数型-股票,YINHUAHENGSHENGGANGGUTONGZHONGGUOKEJIETF
23518,513170,PHHSZGYQQDII,鹏华恒生中国央企(QDII),指数型-海外股票,PENGHUAHENGSHENGZHONGGUOYANGQIQDII
23519,513180,HXHSKJETFQDII,华夏恒生科技ETF(QDII),指数型-海外股票,HUAXIAHENGSHENGKEJIETFQDII
23520,513190,HXZZGGTNDJRETF,华夏中证港股通内地金融ETF,指数型-股票,HUAXIAZHONGZHENGGANGGUTONGNEIDIJINRONGETF
23521,513200,YFDZZGGTYYWSZHETF,易方达中证港股通医药卫生综合ETF,指数型-股票,YIFANGDAZHONGZHENGGANGGUTONGYIYAOWEISHENGZONGHEETF
23522,513210,YFDHSETFQDII,易方达恒生ETF(QDII),指数型-海外股票,YIFANGDAHENGSHENGETFQDII
23523,513220,ZSZZQQZGHLWETFQDII,招商中证全球中国互联网ETF(QDII),指数型-海外股票,ZHAOSHANGZHONGZHENGQUANQIUZHONGGUOHULIANWANGETFQDII
23524,513230,HXZZGGTXFZTETF,华夏中证港股通消费主题ETF,指数型-股票,HUAXIAZHONGZHENGGANGGUTONGXIAOFEIZHUTIETF
23525,513260,HTFHSKJETFQDII,汇添富恒生科技ETF(QDII),指数型-海外股票,HUITIANFUHENGSHENGKEJIETFQDII
23526,513280,HTFHSSWKJETFQDII,汇添富恒生生物科技ETF(QDII),指数型-海外股票,HUITIANFUHENGSHENGSHENGWUKEJIETFQDII
23527,513290,HTFNSDKSWKJETFQDII,汇添富纳斯达克生物科技ETF(QDII),指数型-海外股票,HUITIANFUNASIDAKESHENGWUKEJIETFQDII
23528,513300,HXNSDK100ETFQDII,华夏纳斯达克100ETF(QDII),指数型-海外股票,HUAXIANASIDAKE100ETFQDII
23529,513310,HTBRZHBDTETFQDII,华泰柏瑞中韩半导体ETF(QDII),指数型-海外股票,HUATAIBAIRUIZHONGHANBANDAOTIETFQDII
23530,513320,YFDHSGGTXJJETF,易方达恒生港股通新经济ETF,指数型-股票,YIFANGDAHENGSHENGGANGGUTONGXINJINGJIETF
23531,513330,HXHSHLWKJYETFQDII,华夏恒生互联网科技业ETF(QDII),指数型-海外股票,HUAXIAHENGSHENGHULIANWANGKEJIYEETFQDII
23532,513350,FGBPSYTRQKTJSCJXHYETFQDII,富国标普石油天然气勘探及生产精选行业ETF(QDII),指数型-海外股票,FUGUOBIAOPUSHIYOUTIANRANQIKANTANJISHENGCHANJINGXUANHANGYEETFQDII
23533,513360,BSQQZGJYQDIIETF,博时全球中国教育(QDII-ETF),指数型-海外股票,BOSHIQUANQIUZHONGGUOJIAOYUQDIIETF
23534,513380,GFHSKJQDIIETF,广发恒生科技(QDII-ETF),指数型-海外股票,GUANGFAHENGSHENGKEJIQDIIETF
23535,513390,BSNSDK100ETFQDII,博时纳斯达克100ETF(QDII),指数型-海外股票,BOSHINASIDAKE100ETFQDII
23536,513400,PHDQSGYPJETFQDII,鹏华道琼斯工业平均ETF(QDII),指数型-海外股票,PENGHUADAOQIONGSIGONGYEPINGJUNETFQDII
23537,513500,BSBP500ETF,博时标普500ETF,指数型-海外股票,BOSHIBIAOPU500ETF
23538,513520,HXYCRJ225ETF,华夏野村日经225ETF,指数型-海外股票,HUAXIAYECUNRIJING225ETF
23539,513530,HTBRZZGGTGGXTZETFQDII,华泰柏瑞中证港股通高股息投资ETF(QDII),指数型-海外股票,HUATAIBAIRUIZHONGZHENGGANGGUTONGGAOGUXITOUZIETFQDII
23540,513550,HTBRZZGGT50ETF,华泰柏瑞中证港股通50ETF,指数型-股票,HUATAIBAIRUIZHONGZHENGGANGGUTONG50ETF
23541,513560,XYZZGGTKJETF,兴银中证港股通科技ETF,指数型-股票,XINGYINZHONGZHENGGANGGUTONGKEJIETF
23542,513580,HAHSKJQDIIETF,华安恒生科技(QDII-ETF),指数型-海外股票,HUAANHENGSHENGKEJIQDIIETF
23543,513590,PHZZGGTXFZTETF,鹏华中证港股通消费主题ETF,指数型-股票,PENGHUAZHONGZHENGGANGGUTONGXIAOFEIZHUTIETF
23544,513600,NFHZETF,南方恒指ETF,指数型-海外股票,NANFANGHENGZHIETF
23545,513630,MGBPGGTDBHLETF,摩根标普港股通低波红利ETF,指数型-股票,MOGENBIAOPUGANGGUTONGDIBOHONGLIETF
23546,513650,NFBP500ETFQDII,南方标普500ETF(QDII),指数型-海外股票,NANFANGBIAOPU500ETFQDII
23547,513660,HXHGTHSETF,华夏沪港通恒生ETF,指数型-股票,HUAXIAHUGANGTONGHENGSHENGETF
23548,513690,BSHSGGXETF,博时恒生高股息ETF,指数型-股票,BOSHIHENGSHENGGAOGUXIETF
23549,513700,PHZZGGTYYWSZHJYETF,鹏华中证港股通医药卫生综合交易ETF,指数型-股票,PENGHUAZHONGZHENGGANGGUTONGYIYAOWEISHENGZONGHEJIAOYIETF
23550,513730,HTBRNFDYXJSFDNYKJETFQDII,华泰柏瑞南方东英新交所泛东南亚科技ETF(QDII),指数型-海外股票,HUATAIBAIRUINANFANGDONGYINGXINJIAOSUOFANDONGNANYAKEJIETFQDII
23551,513750,GFZZGGTFYETF,广发中证港股通非银ETF,指数型-股票,GUANGFAZHONGZHENGGANGGUTONGFEIYINETF
23552,513770,HBZZGGTHLWETF,华宝中证港股通互联网ETF,指数型-股票,HUABAOZHONGZHENGGANGGUTONGHULIANWANGETF
23553,513780,JSCCZZGGTCXYETF,景顺长城中证港股通创新药ETF,指数型-股票,JINGSHUNCHANGCHENGZHONGZHENGGANGGUTONGCHUANGXINYAOETF
23554,513800,NFDFTOPIXETF,南方顶峰TOPIX-ETF,指数型-海外股票,NANFANGDINGFENGTOPIXETF
23555,513810,HXZZXGNDGYQYETFQDII,华夏中证香港内地国有企业ETF(QDII),指数型-海外股票,HUAXIAZHONGZHENGXIANGGANGNEIDIGUOYOUQIYEETFQDII
23556,513820,HTFZZGGTGGXTZETF,汇添富中证港股通高股息投资ETF,指数型-股票,HUITIANFUZHONGZHENGGANGGUTONGGAOGUXITOUZIETF
23557,513830,JSZZGGTGGXTZETF,嘉实中证港股通高股息投资ETF,指数型-股票,JIASHIZHONGZHENGGANGGUTONGGAOGUXITOUZIETF
23558,513850,YFDMSCIMG50ETFQDII,易方达MSCI美国50ETF(QDII),指数型-海外股票,YIFANGDAMSCIMEIGUO50ETFQDII
23559,513860,HFTZZGGTKJETF,海富通中证港股通科技ETF,指数型-股票,HAIFUTONGZHONGZHENGGANGGUTONGKEJIETF
23560,513870,FGNSDK100ETFQDII,富国纳斯达克100ETF(QDII),指数型-海外股票,FUGUONASIDAKE100ETFQDII
23561,513880,HARJ225ETF,华安日经225ETF,指数型-海外股票,HUAANRIJING225ETF
23562,513890,MGHSKJETFQDII,摩根恒生科技ETF(QDII),指数型-海外股票,MOGENHENGSHENGKEJIETFQDII
23563,513900,HACESGGTETF,华安CES港股通ETF,指数型-股票,HUAANCESGANGGUTONGETF
23564,513910,HXZZGGTYQHLETF,华夏中证港股通央企红利ETF,指数型-股票,HUAXIAZHONGZHENGGANGGUTONGYANGQIHONGLIETF
23565,513920,HAHSGGTZGYQHLETF,华安恒生港股通中国央企红利ETF,指数型-股票,HUAANHENGSHENGGANGGUTONGZHONGGUOYANGQIHONGLIETF
23566,513950,FGHSGGTGGXDBDETFQDII,富国恒生港股通高股息低波动ETF(QDII),指数型-海外股票,FUGUOHENGSHENGGANGGUTONGGAOGUXIDIBODONGETFQDII
23567,513970,JSCCHSXFETFQDII,景顺长城恒生消费ETF(QDII),指数型-海外股票,JINGSHUNCHANGCHENGHENGSHENGXIAOFEIETFQDII
23568,513980,JSCCZZGGTKJETF,景顺长城中证港股通科技ETF,指数型-股票,JINGSHUNCHANGCHENGZHONGZHENGGANGGUTONGKEJIETF
23569,513990,ZSSZGGTETF,招商上证港股通ETF,指数型-股票,ZHAOSHANGSHANGZHENGGANGGUTONGETF
23570,515000,HBZZKJLTETF,华宝中证科技龙头ETF,指数型-股票,HUABAOZHONGZHENGKEJILONGTOUETF
23571,515010,HXZZQZZQGSETF,华夏中证全指证券公司ETF,指数型-股票,HUAXIAZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23572,515020,HXZZYHETF,华夏中证银行ETF,指数型-股票,HUAXIAZHONGZHENGYINHANGETF
23573,515030,HXZZXNYQCETF,华夏中证新能源汽车ETF,指数型-股票,HUAXIAZHONGZHENGXINNENGYUANQICHEETF
23574,515050,HXZZ5GTXZTETF,华夏中证5G通信主题ETF,指数型-股票,HUAXIAZHONGZHENG5GTONGXINZHUTIETF
23575,515060,HXZZQZFDCETF,华夏中证全指房地产ETF,指数型-股票,HUAXIAZHONGZHENGQUANZHIFANGDICHANETF
23576,515070,HXZZRGZNZTETF,华夏中证人工智能主题ETF,指数型-股票,HUAXIAZHONGZHENGRENGONGZHINENGZHUTIETF
23577,515080,ZSZZHLETF,招商中证红利ETF,指数型-股票,ZHAOSHANGZHONGZHENGHONGLIETF
23578,515090,BSKCXFZ100ETF,博时可持续发展100ETF,指数型-股票,BOSHIKECHIXUFAZHAN100ETF
23579,515100,JSCCHLDBD100ETF,景顺长城红利低波动100ETF,指数型-股票,JINGSHUNCHANGCHENGHONGLIDIBODONG100ETF
23580,515110,YFDZZGQYDYLETF,易方达中证国企一带一路ETF,指数型-股票,YIFANGDAZHONGZHENGGUOQIYIDAIYILUETF
23581,515120,GFZZCXYCYETF,广发中证创新药产业ETF,指数型-股票,GUANGFAZHONGZHENGCHUANGXINYAOCHANYEETF
23582,515130,BSHS300ETF,博时沪深300ETF,指数型-股票,BOSHIHUSHEN300ETF
23583,515150,FGZZGQYDYLETF,富国中证国企一带一路ETF,指数型-股票,FUGUOZHONGZHENGGUOQIYIDAIYILUETF
23584,515160,ZSMSCIZGAGGJTETF,招商MSCI中国A股国际通ETF,指数型-股票,ZHAOSHANGMSCIZHONGGUOAGUGUOJITONGETF
23585,515170,HXZZXFSPYLZTETF,华夏中证细分食品饮料主题ETF,指数型-股票,HUAXIAZHONGZHENGXIFENSHIPINYINLIAOZHUTIETF
23586,515180,YFDZZHLETF,易方达中证红利ETF,指数型-股票,YIFANGDAZHONGZHENGHONGLIETF
23587,515190,ZYZQZZ500ETF,中银证券中证500ETF,指数型-股票,ZHONGYINZHENGQUANZHONGZHENG500ETF
23588,515200,SWLXZZYFCX100ETF,申万菱信中证研发创新100ETF,指数型-股票,SHENWANLINGXINZHONGZHENGYANFACHUANGXIN100ETF
23589,515210,GTZZGTETF,国泰中证钢铁ETF,指数型-股票,GUOTAIZHONGZHENGGANGTIEETF
23590,515220,GTZZMTETF,国泰中证煤炭ETF,指数型-股票,GUOTAIZHONGZHENGMEITANETF
23591,515230,GTZZQZRJETF,国泰中证全指软件ETF,指数型-股票,GUOTAIZHONGZHENGQUANZHIRUANJIANETF
23592,515250,FGZZZNQCZTETF,富国中证智能汽车主题ETF,指数型-股票,FUGUOZHONGZHENGZHINENGQICHEZHUTIETF
23593,515260,HBZZDZ50ETF,华宝中证电子50ETF,指数型-股票,HUABAOZHONGZHENGDIANZI50ETF
23594,515290,THZZYHETF,天弘中证银行ETF,指数型-股票,TIANHONGZHONGZHENGYINHANGETF
23595,515293,THZZYHETF,天弘中证银行ETF,指数型-股票,TIANHONGZHONGZHENGYINHANGETF
23596,515300,JSHS300HLDBDETF,嘉实沪深300红利低波动ETF,指数型-股票,JIASHIHUSHEN300HONGLIDIBODONGETF
23597,515310,TFHS300ETF,添富沪深300ETF,指数型-股票,TIANFUHUSHEN300ETF
23598,515320,HAZZDZ50ETF,华安中证电子50ETF,指数型-股票,HUAANZHONGZHENGDIANZI50ETF
23599,515330,THHS300ETF,天弘沪深300ETF,指数型-股票,TIANHONGHUSHEN300ETF
23600,515350,MSJYHS300ETF,民生加银沪深300ETF,指数型-股票,MINSHENGJIAYINHUSHEN300ETF
23601,515360,FZFBHS300ETF,方正富邦沪深300ETF,指数型-股票,FANGZHENGFUBANGHUSHEN300ETF
23602,515380,TKHS300ETF,泰康沪深300ETF,指数型-股票,TAIKANGHUSHEN300ETF
23603,515390,HAHS300ETF,华安沪深300ETF,指数型-股票,HUAANHUSHEN300ETF
23604,515400,FGZZDSJCYETF,富国中证大数据产业ETF,指数型-股票,FUGUOZHONGZHENGDASHUJUCHANYEETF
23605,515450,NFHLDB50ETF,南方红利低波50ETF,指数型-股票,NANFANGHONGLIDIBO50ETF
23606,515530,TKZZ500ETF,泰康中证500ETF,指数型-股票,TAIKANGZHONGZHENG500ETF
23607,515550,GLZZ500ETF,国联中证500ETF,指数型-股票,GUOLIANZHONGZHENG500ETF
23608,515560,JXZZQZZQGSETF,建信中证全指证券公司ETF,指数型-股票,JIANXINZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23609,515580,HTBRZZKJ100ETF,华泰柏瑞中证科技100ETF,指数型-股票,HUATAIBAIRUIZHONGZHENGKEJI100ETF
23610,515590,QHKYZZ500DQETF,前海开源中证500等权ETF,指数型-股票,QIANHAIKAIYUANZHONGZHENG500DENGQUANETF
23611,515600,GFYQCXETF,广发央企创新ETF,指数型-股票,GUANGFAYANGQICHUANGXINETF
23612,515630,PHZZ800ZBETF,鹏华中证800证保ETF,指数型-股票,PENGHUAZHONGZHENG800ZHENGBAOETF
23613,515650,FGZZXF50ETF,富国中证消费50ETF,指数型-股票,FUGUOZHONGZHENGXIAOFEI50ETF
23614,515660,GLAHS300ETF,国联安沪深300ETF,指数型-股票,GUOLIANANHUSHEN300ETF
23615,515680,JSZZYQCXQDETF,嘉实中证央企创新驱动ETF,指数型-股票,JIASHIZHONGZHENGYANGQICHUANGXINQUDONGETF
23616,515700,PAZZXNYQCCYETF,平安中证新能源汽车产业ETF,指数型-股票,PINGANZHONGZHENGXINNENGYUANQICHECHANYEETF
23617,515710,HBZZXFSPYLZTETF,华宝中证细分食品饮料主题ETF,指数型-股票,HUABAOZHONGZHENGXIFENSHIPINYINLIAOZHUTIETF
23618,515720,FGZZJRKJZTETF,富国中证金融科技主题ETF,指数型-股票,FUGUOZHONGZHENGJINRONGKEJIZHUTIETF
23619,515750,FGZZKJ50CLETF,富国中证科技50策略ETF,指数型-股票,FUGUOZHONGZHENGKEJI50CELUEETF
23620,515760,HXZZZJGZCXFZETF,华夏中证浙江国资创新发展ETF,指数型-股票,HUAXIAZHONGZHENGZHEJIANGGUOZICHUANGXINFAZHANETF
23621,515770,MGMSCIZGAGETF,摩根MSCI中国A股ETF,指数型-股票,MOGENMSCIZHONGGUOAGUETF
23622,515790,HTBRZZGFCYETF,华泰柏瑞中证光伏产业ETF,指数型-股票,HUATAIBAIRUIZHONGZHENGGUANGFUCHANYEETF
23623,515800,TFZZ800ETF,添富中证800ETF,指数型-股票,TIANFUZHONGZHENG800ETF
23624,515810,YFDZZ800ETF,易方达中证800ETF,指数型-股票,YIFANGDAZHONGZHENG800ETF
23625,515850,FGZZQZZQGSETF,富国中证全指证券公司ETF,指数型-股票,FUGUOZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23626,515860,JSXXKJ100ETF,嘉实新兴科技100ETF,指数型-股票,JIASHIXINXINGKEJI100ETF
23627,515880,GTZZQZTXSBETF,国泰中证全指通信设备ETF,指数型-股票,GUOTAIZHONGZHENGQUANZHITONGXINSHEBEIETF
23628,515890,BSHLETF,博时红利ETF,指数型-股票,BOSHIHONGLIETF
23629,515900,BSYQCXQDETF,博时央企创新驱动ETF,指数型-股票,BOSHIYANGQICHUANGXINQUDONGETF
23630,515910,ZJMSCIZGAGGJZLETF,中金MSCI中国A股国际质量ETF,指数型-股票,ZHONGJINMSCIZHONGGUOAGUGUOJIZHILIANGETF
23631,515920,BSZNXFETF,博时智能消费ETF,指数型-股票,BOSHIZHINENGXIAOFEIETF
23632,515950,FGZZYY50ETF,富国中证医药50ETF,指数型-股票,FUGUOZHONGZHENGYIYAO50ETF
23633,515960,JSYYJK100ETF,嘉实医药健康100ETF,指数型-股票,JIASHIYIYAOJIANKANG100ETF
23634,515980,HFZZRGZNCYETF,华富中证人工智能产业ETF,指数型-股票,HUAFUZHONGZHENGRENGONGZHINENGCHANYEETF
23635,515990,TFZZGQYDYLETF,添富中证国企一带一路ETF,指数型-股票,TIANFUZHONGZHENGGUOQIYIDAIYILUETF
23636,516000,HXZZDSJCYETF,华夏中证大数据产业ETF,指数型-股票,HUAXIAZHONGZHENGDASHUJUCHANYEETF
23637,516010,GTZZDMYXETF,国泰中证动漫游戏ETF,指数型-股票,GUOTAIZHONGZHENGDONGMANYOUXIETF
23638,516020,HBHGETF,华宝化工ETF,指数型-股票,HUABAOHUAGONGETF
23639,516050,GYZZKJLTETF,工银中证科技龙头ETF,指数型-股票,GONGYINZHONGZHENGKEJILONGTOUETF
23640,516060,GYRXZZCXYCYETF,工银瑞信中证创新药产业ETF,指数型-股票,GONGYINRUIXINZHONGZHENGCHUANGXINYAOCHANYEETF
23641,516070,YFDZZNDDTJJETF,易方达中证内地低碳经济ETF,指数型-股票,YIFANGDAZHONGZHENGNEIDIDITANJINGJIETF
23642,516080,YFDZZCXYCYETF,易方达中证创新药产业ETF,指数型-股票,YIFANGDAZHONGZHENGCHUANGXINYAOCHANYEETF
23643,516090,YFDZZXNYETF,易方达中证新能源ETF,指数型-股票,YIFANGDAZHONGZHENGXINNENGYUANETF
23644,516100,HXZZJRKJZTETF,华夏中证金融科技主题ETF,指数型-股票,HUAXIAZHONGZHENGJINRONGKEJIZHUTIETF
23645,516110,GTZZ800QCYLBJETF,国泰中证800汽车与零部件ETF,指数型-股票,GUOTAIZHONGZHENG800QICHEYULINGBUJIANETF
23646,516120,FGZZXFHGCYZTETF,富国中证细分化工产业主题ETF,指数型-股票,FUGUOZHONGZHENGXIFENHUAGONGCHANYEZHUTIETF
23647,516130,HBZZXFLTETF,华宝中证消费龙头ETF,指数型-股票,HUABAOZHONGZHENGXIAOFEILONGTOUETF
23648,516150,JSZZXTCYETF,嘉实中证稀土产业ETF,指数型-股票,JIASHIZHONGZHENGXITUCHANYEETF
23649,516160,NFZZXNYETF,南方中证新能源ETF,指数型-股票,NANFANGZHONGZHENGXINNENGYUANETF
23650,516163,NFZZXNYETF,南方中证新能源ETF,指数型-股票,NANFANGZHONGZHENGXINNENGYUANETF
23651,516180,PAZZGFCYETF,平安中证光伏产业ETF,指数型-股票,PINGANZHONGZHENGGUANGFUCHANYEETF
23652,516190,HXZZWYCMETF,华夏中证文娱传媒ETF,指数型-股票,HUAXIAZHONGZHENGWENYUCHUANMEIETF
23653,516200,HAZZQZZQGSETF,华安中证全指证券公司ETF,指数型-股票,HUAANZHONGZHENGQUANZHIZHENGQUANGONGSIETF
23654,516210,HAZZYHETF,华安中证银行ETF,指数型-股票,HUAANZHONGZHENGYINHANGETF
23655,516220,GTZZXFHGCYZTETF,国泰中证细分化工产业主题ETF,指数型-股票,GUOTAIZHONGZHENGXIFENHUAGONGCHANYEZHUTIETF
23656,516260,HXZZWLWZTETF,华夏中证物联网主题ETF,指数型-股票,HUAXIAZHONGZHENGWULIANWANGZHUTIETF
23657,516270,HAZZNDXNYZTETF,华安中证内地新能源主题ETF,指数型-股票,HUAANZHONGZHENGNEIDIXINNENGYUANZHUTIETF
23658,516290,HTFZZGFCYETF,汇添富中证光伏产业ETF,指数型-股票,HUITIANFUZHONGZHENGGUANGFUCHANYEETF
23659,516300,HTBRZZ1000ETF,华泰柏瑞中证1000ETF,指数型-股票,HUATAIBAIRUIZHONGZHENG1000ETF
23660,516310,YFDZZYHETF,易方达中证银行ETF,指数型-股票,YIFANGDAZHONGZHENGYINHANGETF
23661,516320,HXZZZBCYETF,华夏中证装备产业ETF,指数型-股票,HUAXIAZHONGZHENGZHUANGBEICHANYEETF
23662,516330,HTBRZZWLWZTETF,华泰柏瑞中证物联网主题ETF,指数型-股票,HUATAIBAIRUIZHONGZHENGWULIANWANGZHUTIETF
23663,516350,YFDZZXPCYETF,易方达中证芯片产业ETF,指数型-股票,YIFANGDAZHONGZHENGXINPIANCHANYEETF
23664,516360,HBXCLETF,华宝新材料ETF,指数型-股票,HUABAOXINCAILIAOETF
23665,516380,HBZNDDQCETF,华宝智能电动汽车ETF,指数型-股票,HUABAOZHINENGDIANDONGQICHEETF
23666,516390,HTFZZXNYQCCYETF,汇添富中证新能源汽车产业ETF,指数型-股票,HUITIANFUZHONGZHENGXINNENGYUANQICHECHANYEETF
23667,516460,PHZZ800ZYXJLETF,鹏华中证800自由现金流ETF,指数型-股票,PENGHUAZHONGZHENG800ZIYOUXIANJINLIUETF
23668,516480,GLAZZXCLZTETF,国联安中证新材料主题ETF,指数型-股票,GUOLIANANZHONGZHENGXINCAILIAOZHUTIETF
23669,516500,HXZZSWKJZTETF,华夏中证生物科技主题ETF,指数型-股票,HUAXIAZHONGZHENGSHENGWUKEJIZHUTIETF
