,code,pinyin_abbr,fund_name,fund_type,pinyin
14634,018113,GYBZ50CFZSC,工银北证50成份指数C,指数型-股票,GONGYINBEIZHENG50CHENGFENZHISHUC
14635,018114,PYBZ50CFZSA,鹏扬北证50成份指数A,指数型-股票,PENGYANGBEIZHENG50CHENGFENZHISHUA
14636,018115,PYBZ50CFZSC,鹏扬北证50成份指数C,指数型-股票,PENGYANGBEIZHENG50CHENGFENZHISHUC
14637,018116,TKZZ500ZSZQFQA,泰康中证500指数增强发起A,指数型-股票,TAIKANGZHONGZHENG500ZHISHUZENGQIANGFAQIA
14638,018117,TKZZ500ZSZQFQC,泰康中证500指数增强发起C,指数型-股票,TAIKANGZHONGZHENG500ZHISHUZENGQIANGFAQIC
14639,018118,HBESGZRTZHHA,华宝ESG责任投资混合A,混合型-偏股,HUABAOESGZERENTOUZIHUNHEA
14640,018119,HBESGZRTZHHC,华宝ESG责任投资混合C,混合型-偏股,HUABAOESGZERENTOUZIHUNHEC
14641,018120,WJBZ50CFZSFQSA,万家北证50成份指数发起式A,指数型-股票,WANJIABEIZHENG50CHENGFENZHISHUFAQISHIA
14642,018121,WJBZ50CFZSFQSC,万家北证50成份指数发起式C,指数型-股票,WANJIABEIZHENG50CHENGFENZHISHUFAQISHIC
14643,018122,YYSZJJZXHHFQA,永赢数字经济智选混合发起A,混合型-偏股,YONGYINGSHUZIJINGJIZHIXUANHUNHEFAQIA
14644,018123,YYSZJJZXHHFQC,永赢数字经济智选混合发起C,混合型-偏股,YONGYINGSHUZIJINGJIZHIXUANHUNHEFAQIC
14645,018124,YYXJZZZXHHFQA,永赢先进制造智选混合发起A,混合型-偏股,YONGYINGXIANJINZHIZAOZHIXUANHUNHEFAQIA
14646,018125,YYXJZZZXHHFQC,永赢先进制造智选混合发起C,混合型-偏股,YONGYINGXIANJINZHIZAOZHIXUANHUNHEFAQIC
14647,018128,BSBZ50CFZSFQSA,博时北证50成份指数发起式A,指数型-股票,BOSHIBEIZHENG50CHENGFENZHISHUFAQISHIA
14648,018129,BSBZ50CFZSFQSC,博时北证50成份指数发起式C,指数型-股票,BOSHIBEIZHENG50CHENGFENZHISHUFAQISHIC
14649,018130,BSESGLHXGHHA,博时ESG量化选股混合A,混合型-偏股,BOSHIESGLIANGHUAXUANGUHUNHEA
14650,018131,BSESGLHXGHHC,博时ESG量化选股混合C,混合型-偏股,BOSHIESGLIANGHUAXUANGUHUNHEC
14651,018132,BSZZYSJSKYZTZSA,博时中证有色金属矿业主题指数A,指数型-股票,BOSHIZHONGZHENGYOUSEJINSHUKUANGYEZHUTIZHISHUA
14652,018133,BSZZYSJSKYZTZSC,博时中证有色金属矿业主题指数C,指数型-股票,BOSHIZHONGZHENGYOUSEJINSHUKUANGYEZHUTIZHISHUC
14653,018134,FGZZDSJCYETFFQSLJA,富国中证大数据产业ETF发起式联接A,指数型-股票,FUGUOZHONGZHENGDASHUJUCHANYEETFFAQISHILIANJIEA
14654,018135,FGZZDSJCYETFFQSLJC,富国中证大数据产业ETF发起式联接C,指数型-股票,FUGUOZHONGZHENGDASHUJUCHANYEETFFAQISHILIANJIEC
14655,018136,HSHFCZE,惠升和风纯债E,债券型-长债,HUISHENGHEFENGCHUNZHAIE
14656,018137,JSCCZZ03NZCXJRZZSA,景顺长城中债0-3年政策性金融债指数A,指数型-固收,JINGSHUNCHANGCHENGZHONGZHAI03NIANZHENGCEXINGJINRONGZHAIZHISHUA
14657,018138,JSCCZZ03NZCXJRZZSC,景顺长城中债0-3年政策性金融债指数C,指数型-固收,JINGSHUNCHANGCHENGZHONGZHAI03NIANZHENGCEXINGJINRONGZHAIZHISHUC
14658,018139,ZJXJZZHHA,中金先进制造混合A,混合型-偏股,ZHONGJINXIANJINZHIZAOHUNHEA
14659,018140,ZJXJZZHHC,中金先进制造混合C,混合型-偏股,ZHONGJINXIANJINZHIZAOHUNHEC
14660,018141,ZJYXCXWJ6GYCYHHFQFOFA,中金优选长兴稳健6个月持有混合发起(FOF)A,FOF-稳健型,ZHONGJINYOUXUANCHANGXINGWENJIAN6GEYUECHIYOUHUNHEFAQIFOFA
14661,018142,ZJYXCXWJ6GYCYHHFQFOFC,中金优选长兴稳健6个月持有混合发起(FOF)C,FOF-稳健型,ZHONGJINYOUXUANCHANGXINGWENJIAN6GEYUECHIYOUHUNHEFAQIFOFC
14662,018145,BSSZKCB50CFZSFQSA,博时上证科创板50成份指数发起式A,指数型-股票,BOSHISHANGZHENGKECHUANGBAN50CHENGFENZHISHUFAQISHIA
14663,018146,BSSZKCB50CFZSFQSC,博时上证科创板50成份指数发起式C,指数型-股票,BOSHISHANGZHENGKECHUANGBAN50CHENGFENZHISHUFAQISHIC
14664,018147,JXXXSCHHQDIIC,建信新兴市场混合(QDII)C,QDII-混合偏股,JIANXINXINXINGSHICHANGHUNHEQDIIC
14665,018148,BJBRHHFQSA,百嘉百瑞混合发起式A,混合型-偏股,BAIJIABAIRUIHUNHEFAQISHIA
14666,018149,GTRYHA30TCYQZQA,国投瑞银恒安30天持有期债券A,债券型-长债,GUOTOURUIYINHENGAN30TIANCHIYOUQIZHAIQUANA
14667,018150,GTRYHA30TCYQZQC,国投瑞银恒安30天持有期债券C,债券型-长债,GUOTOURUIYINHENGAN30TIANCHIYOUQIZHAIQUANC
14668,018151,YHZXWJYLYNCYHHFQSFOFY,银华尊禧稳健养老一年持有混合发起式(FOF)Y,FOF-稳健型,YINHUAZUNXIWENJIANYANGLAOYINIANCHIYOUHUNHEFAQISHIFOFY
14669,018152,CCHXYSHHC,长城核心优势混合C,混合型-偏股,CHANGCHENGHEXINYOUSHIHUNHEC
14670,018153,CJHXHX6GYCYQHHFQFOFA,创金合信汇选6个月持有期混合发起(FOF)A,FOF-进取型,CHUANGJINHEXINHUIXUAN6GEYUECHIYOUQIHUNHEFAQIFOFA
14671,018154,CJHXHX6GYCYQHHFQFOFC,创金合信汇选6个月持有期混合发起(FOF)C,FOF-进取型,CHUANGJINHEXINHUIXUAN6GEYUECHIYOUQIHUNHEFAQIFOFC
14672,018155,CJHXQQYYSWGPFQQDIIA,创金合信全球医药生物股票发起(QDII)A,QDII-普通股票,CHUANGJINHEXINQUANQIUYIYAOSHENGWUGUPIAOFAQIQDIIA
14673,018156,CJHXQQYYSWGPFQQDIIC,创金合信全球医药生物股票发起(QDII)C,QDII-普通股票,CHUANGJINHEXINQUANQIUYIYAOSHENGWUGUPIAOFAQIQDIIC
14674,018157,XBLDZZ1000ZSZQA,西部利得中证1000指数增强A,指数型-股票,XIBULIDEZHONGZHENG1000ZHISHUZENGQIANGA
14675,018158,XBLDZZ1000ZSZQC,西部利得中证1000指数增强C,指数型-股票,XIBULIDEZHONGZHENG1000ZHISHUZENGQIANGC
14676,018159,GTCXYLHHFQA,国泰创新医疗混合发起A,混合型-偏股,GUOTAICHUANGXINYILIAOHUNHEFAQIA
14677,018160,GTCXYLHHFQC,国泰创新医疗混合发起C,混合型-偏股,GUOTAICHUANGXINYILIAOHUNHEFAQIC
14678,018161,HLTHPHYLMBSNCYHHFOFY,宏利泰和平衡养老目标三年持有混合(FOF)Y,FOF-均衡型,HONGLITAIHEPINGHENGYANGLAOMUBIAOSANNIANCHIYOUHUNHEFOFY
14679,018162,HLTHWJYLMBYNCYHHFOFY,宏利泰和稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,HONGLITAIHEWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFOFY
14680,018163,HLYLMB2025YNCYHHFOFY,宏利养老目标2025一年持有混合(FOF)Y,FOF-稳健型,HONGLIYANGLAOMUBIAO2025YINIANCHIYOUHUNHEFOFY
14681,018164,HLYLMB2030YNCYHHFOFY,宏利养老目标2030一年持有混合(FOF)Y,FOF-稳健型,HONGLIYANGLAOMUBIAO2030YINIANCHIYOUHUNHEFOFY
14682,018165,BYZZTYCDAAAZS7TCY,宝盈中证同业存单AAA指数7天持有,指数型-固收,BAOYINGZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOU
14683,018166,DFHWTLCZE,东方红稳添利纯债E,债券型-中短债,DONGFANGHONGWENTIANLICHUNZHAIE
14684,018167,GTYSKYETFLJA,国泰有色矿业ETF联接A,指数型-股票,GUOTAIYOUSEKUANGYEETFLIANJIEA
14685,018168,GTYSKYETFLJC,国泰有色矿业ETF联接C,指数型-股票,GUOTAIYOUSEKUANGYEETFLIANJIEC
14686,018169,JSZCCZZQ,嘉实致诚纯债债券,债券型-长债,JIASHIZHICHENGCHUNZHAIZHAIQUAN
14687,018170,JSSJRX6GYCYZQA,嘉实双季瑞享6个月持有债券A,债券型-混合一级,JIASHISHUANGJIRUIXIANG6GEYUECHIYOUZHAIQUANA
14688,018171,JSSJRX6GYCYZQC,嘉实双季瑞享6个月持有债券C,债券型-混合一级,JIASHISHUANGJIRUIXIANG6GEYUECHIYOUZHAIQUANC
14689,018172,HTBRZZDLQZETFFQSLJA,华泰柏瑞中证电力全指ETF发起式联接A,指数型-股票,HUATAIBAIRUIZHONGZHENGDIANLIQUANZHIETFFAQISHILIANJIEA
14690,018173,HTBRZZDLQZETFFQSLJC,华泰柏瑞中证电力全指ETF发起式联接C,指数型-股票,HUATAIBAIRUIZHONGZHENGDIANLIQUANZHIETFFAQISHILIANJIEC
14691,018174,FGCYQDHHC,富国产业驱动混合C,混合型-偏股,FUGUOCHANYEQUDONGHUNHEC
14692,018175,FGLTYSHHC,富国龙头优势混合C,混合型-偏股,FUGUOLONGTOUYOUSHIHUNHEC
14693,018176,FGYJLHJXHHC,富国研究量化精选混合C,混合型-偏股,FUGUOYANJIULIANGHUAJINGXUANHUNHEC
14694,018177,HXKC50ZSZQA,华夏科创50指数增强A,指数型-股票,HUAXIAKECHUANG50ZHISHUZENGQIANGA
14695,018178,HXKC50ZSZQC,华夏科创50指数增强C,指数型-股票,HUAXIAKECHUANG50ZHISHUZENGQIANGC
14696,018179,HXDQYNDKZQFQS,华夏鼎庆一年定开债券发起式,债券型-长债,HUAXIADINGQINGYINIANDINGKAIZHAIQUANFAQISHI
14697,018180,DFH30TGDCYCZA,东方红30天滚动持有纯债A,债券型-中短债,DONGFANGHONG30TIANGUNDONGCHIYOUCHUNZHAIA
14698,018181,DFH30TGDCYCZC,东方红30天滚动持有纯债C,债券型-中短债,DONGFANGHONG30TIANGUNDONGCHIYOUCHUNZHAIC
14699,018182,WJZZRJFWETFFQSLJA,万家中证软件服务ETF发起式联接A,指数型-股票,WANJIAZHONGZHENGRUANJIANFUWUETFFAQISHILIANJIEA
14700,018183,WJZZRJFWETFFQSLJC,万家中证软件服务ETF发起式联接C,指数型-股票,WANJIAZHONGZHENGRUANJIANFUWUETFFAQISHILIANJIEC
14701,018184,WJXJZZHHFQSA,万家先进制造混合发起式A,混合型-偏股,WANJIAXIANJINZHIZAOHUNHEFAQISHIA
14702,018185,WJXJZZHHFQSC,万家先进制造混合发起式C,混合型-偏股,WANJIAXIANJINZHIZAOHUNHEFAQISHIC
14703,018186,DFHYFCZZQC,东方红益丰纯债债券C,债券型-长债,DONGFANGHONGYIFENGCHUNZHAIZHAIQUANC
14704,018187,FGYLZQE,富国裕利债券E,债券型-混合二级,FUGUOYULIZHAIQUANE
14705,018188,DCJQCZA,东财景气成长A,混合型-偏股,DONGCAIJINGQICHENGZHANGA
14706,018189,DCJQCZC,东财景气成长C,混合型-偏股,DONGCAIJINGQICHENGZHANGC
14707,018190,DCCYZXA,东财产业智选A,混合型-偏股,DONGCAICHANYEZHIXUANA
14708,018191,DCCYZXC,东财产业智选C,混合型-偏股,DONGCAICHANYEZHIXUANC
14709,018192,JXXH180TCYQZQA,建信鑫弘180天持有期债券A,债券型-长债,JIANXINXINHONG180TIANCHIYOUQIZHAIQUANA
14710,018193,JXXH180TCYQZQC,建信鑫弘180天持有期债券C,债券型-长债,JIANXINXINHONG180TIANCHIYOUQIZHAIQUANC
14711,018194,JXXCLJXGPFQA,建信新材料精选股票发起A,股票型,JIANXINXINCAILIAOJINGXUANGUPIAOFAQIA
14712,018195,JXXCLJXGPFQC,建信新材料精选股票发起C,股票型,JIANXINXINCAILIAOJINGXUANGUPIAOFAQIC
14713,018196,XZQQHYZQA,兴证全球恒远债券A,债券型-长债,XINGZHENGQUANQIUHENGYUANZHAIQUANA
14714,018197,XZQQHYZQC,兴证全球恒远债券C,债券型-长债,XINGZHENGQUANQIUHENGYUANZHAIQUANC
14715,018198,JYWJFLLGYCYQHHA,交银稳进丰利六个月持有期混合A,混合型-偏债,JIAOYINWENJINFENGLILIUGEYUECHIYOUQIHUNHEA
14716,018199,JYWJFLLGYCYQHHC,交银稳进丰利六个月持有期混合C,混合型-偏债,JIAOYINWENJINFENGLILIUGEYUECHIYOUQIHUNHEC
14717,018200,JSHSXFETFFQLJQDIIA,嘉实恒生消费ETF发起联接(QDII)A,指数型-海外股票,JIASHIHENGSHENGXIAOFEIETFFAQILIANJIEQDIIA
14718,018201,JSHSXFETFFQLJQDIIC,嘉实恒生消费ETF发起联接(QDII)C,指数型-海外股票,JIASHIHENGSHENGXIAOFEIETFFAQILIANJIEQDIIC
14719,018202,ZXJTTXBC,中信建投添鑫宝C,货币型-普通货币,ZHONGXINJIANTOUTIANXINBAOC
14720,018203,XAHXKJHHC,信澳核心科技混合C,混合型-偏股,XINAOHEXINKEJIHUNHEC
14721,018204,JXYZCZHHA,金信优质成长混合A,混合型-偏股,JINXINYOUZHICHENGZHANGHUNHEA
14722,018205,JSXJBHBB,嘉实薪金宝货币B,货币型-普通货币,JIASHIXINJINBAOHUOBIB
14723,018206,YYHYYNDKZQFQ,永赢浩益一年定开债券发起,债券型-长债,YONGYINGHAOYIYINIANDINGKAIZHAIQUANFAQI
14724,018207,SWLXZZHGSSZJJZTZSXFQSA,申万菱信中证沪港深数字经济主题指数型发起式A,指数型-股票,SHENWANLINGXINZHONGZHENGHUGANGSHENSHUZIJINGJIZHUTIZHISHUXINGFAQISHIA
14725,018208,SWLXZZHGSSZJJZTZSXFQSC,申万菱信中证沪港深数字经济主题指数型发起式C,指数型-股票,SHENWANLINGXINZHONGZHENGHUGANGSHENSHUZIJINGJIZHUTIZHISHUXINGFAQISHIC
14726,018209,FGJZYLHHC,富国精准医疗混合C,混合型-灵活,FUGUOJINGZHUNYILIAOHUNHEC
14727,018210,HTCXJQHBHHA,红土创新景气回报混合A,混合型-偏股,HONGTUCHUANGXINJINGQIHUIBAOHUNHEA
14728,018211,HTCXJQHBHHC,红土创新景气回报混合C,混合型-偏股,HONGTUCHUANGXINJINGQIHUIBAOHUNHEC
14729,018212,XYWH180TCYQHHA,兴银稳惠180天持有期混合A,混合型-偏债,XINGYINWENHUI180TIANCHIYOUQIHUNHEA
14730,018213,XYWH180TCYQHHC,兴银稳惠180天持有期混合C,混合型-偏债,XINGYINWENHUI180TIANCHIYOUQIHUNHEC
14731,018214,JSCCJYCLZQA,景顺长城景颐辰利债券A,债券型-混合二级,JINGSHUNCHANGCHENGJINGYICHENLIZHAIQUANA
14732,018215,JSCCJYCLZQC,景顺长城景颐辰利债券C,债券型-混合二级,JINGSHUNCHANGCHENGJINGYICHENLIZHAIQUANC
14733,018216,CCJHLHPZHHC,长城久恒灵活配置混合C,混合型-灵活,CHANGCHENGJIUHENGLINGHUOPEIZHIHUNHEC
14734,018217,BSHZJXYNCYQHHA,博时厚泽匠选一年持有期混合A,混合型-偏股,BOSHIHOUZEJIANGXUANYINIANCHIYOUQIHUNHEA
14735,018218,BSHZJXYNCYQHHC,博时厚泽匠选一年持有期混合C,混合型-偏股,BOSHIHOUZEJIANGXUANYINIANCHIYOUQIHUNHEC
14736,018219,HTCXZZTYCDAAAZS7TCYQ,红土创新中证同业存单AAA指数7天持有期,指数型-固收,HONGTUCHUANGXINZHONGZHENGTONGYECUNDANAAAZHISHU7TIANCHIYOUQI
14737,018220,GFPZYXHHFQSA,广发品质优选混合发起式A,混合型-偏股,GUANGFAPINZHIYOUXUANHUNHEFAQISHIA
14738,018221,GFPZYXHHFQSC,广发品质优选混合发起式C,混合型-偏股,GUANGFAPINZHIYOUXUANHUNHEFAQISHIC
14739,018222,GYYZJXHHC,工银优质精选混合C,混合型-灵活,GONGYINYOUZHIJINGXUANHUNHEC
14740,018223,HATRZDZC,华安添荣中短债C,债券型-中短债,HUAANTIANRONGZHONGDUANZHAIC
14741,018224,GFJHJZHHC,广发均衡价值混合C,混合型-偏股,GUANGFAJUNHENGJIAZHIHUNHEC
14742,018225,DCCLHBHHC,大成策略回报混合C,混合型-偏股,DACHENGCELUEHUIBAOHUNHEC
14743,018226,RDXJZZHHXFQSA,瑞达先进制造混合型发起式A,混合型-偏股,RUIDAXIANJINZHIZAOHUNHEXINGFAQISHIA
14744,018227,RDXJZZHHXFQSC,瑞达先进制造混合型发起式C,混合型-偏股,RUIDAXIANJINZHIZAOHUNHEXINGFAQISHIC
14745,018228,WJRRXE,万家日日薪E,货币型-普通货币,WANJIARIRIXINE
14746,018229,YFDQQYZQYHHQDIIARMBFE,易方达全球优质企业混合(QDII)A(人民币份额),QDII-混合偏股,YIFANGDAQUANQIUYOUZHIQIYEHUNHEQDIIARENMINBIFENE
14747,018230,YFDQQYZQYHHQDIICRMBFE,易方达全球优质企业混合(QDII)C(人民币份额),QDII-混合偏股,YIFANGDAQUANQIUYOUZHIQIYEHUNHEQDIICRENMINBIFENE
14748,018231,YFDQQYZQYHHQDIIAMYXHFE,易方达全球优质企业混合(QDII)A(美元现汇份额),QDII-混合偏股,YIFANGDAQUANQIUYOUZHIQIYEHUNHEQDIIAMEIYUANXIANHUIFENE
14749,018232,YFDQQYZQYHHQDIICMYXHFE,易方达全球优质企业混合(QDII)C(美元现汇份额),QDII-混合偏股,YIFANGDAQUANQIUYOUZHIQIYEHUNHEQDIICMEIYUANXIANHUIFENE
14750,018233,ZSZZ1000ZSZQA,浙商中证1000指数增强A,指数型-股票,ZHESHANGZHONGZHENG1000ZHISHUZENGQIANGA
14751,018234,ZSZZ1000ZSZQC,浙商中证1000指数增强C,指数型-股票,ZHESHANGZHONGZHENG1000ZHISHUZENGQIANGC
14752,018235,GDBDXXJYHHC,光大保德信新机遇混合C,混合型-偏股,GUANGDABAODEXINXINJIYUHUNHEC
14753,018236,GDBDXJQXFHHC,光大保德信景气先锋混合C,混合型-偏股,GUANGDABAODEXINJINGQIXIANFENGHUNHEC
14754,018237,CSCXQDHHC,长盛创新驱动混合C,混合型-灵活,CHANGSHENGCHUANGXINQUDONGHUNHEC
14755,018238,GFHSZXGZSLOFE,广发恒生中型股指数(LOF)E,指数型-股票,GUANGFAHENGSHENGZHONGXINGGUZHISHULOFE
14756,018239,ZYJX3GYDQKFZQD,中银嘉享3个月定期开放债券D,债券型-长债,ZHONGYINJIAXIANG3GEYUEDINGQIKAIFANGZHAIQUAND
14757,018240,JSZZSJGPFQSA,嘉实制造升级股票发起式A,股票型,JIASHIZHIZAOSHENGJIGUPIAOFAQISHIA
14758,018241,JSZZSJGPFQSC,嘉实制造升级股票发起式C,股票型,JIASHIZHIZAOSHENGJIGUPIAOFAQISHIC
14759,018242,WJYDYNCYQHHA,万家颐德一年持有期混合A,混合型-偏股,WANJIAYIDEYINIANCHIYOUQIHUNHEA
14760,018243,WJYDYNCYQHHC,万家颐德一年持有期混合C,混合型-偏股,WANJIAYIDEYINIANCHIYOUQIHUNHEC
14761,018244,JSCYJXHHA,嘉实产业精选混合A,混合型-偏股,JIASHICHANYEJINGXUANHUNHEA
14762,018245,JSCYJXHHC,嘉实产业精选混合C,混合型-偏股,JIASHICHANYEJINGXUANHUNHEC
14763,018246,FGYJYXHGSLHPZHHC,富国研究优选沪港深灵活配置混合C,混合型-灵活,FUGUOYANJIUYOUXUANHUGANGSHENLINGHUOPEIZHIHUNHEC
14764,018247,CSSHYNDKZQFQS,长盛盛华一年定开债券发起式,债券型-混合一级,CHANGSHENGSHENGHUAYINIANDINGKAIZHAIQUANFAQISHI
14765,018248,ZOZHHHA,中欧致和混合A,混合型-偏股,ZHONGOUZHIHEHUNHEA
14766,018249,ZOZHHHC,中欧致和混合C,混合型-偏股,ZHONGOUZHIHEHUNHEC
14767,018250,HTBXKRYNCYHHFQA,华泰保兴科睿一年持有混合发起A,混合型-偏债,HUATAIBAOXINGKERUIYINIANCHIYOUHUNHEFAQIA
14768,018251,HTBXKRYNCYHHFQC,华泰保兴科睿一年持有混合发起C,混合型-偏债,HUATAIBAOXINGKERUIYINIANCHIYOUHUNHEFAQIC
14769,018252,SYJHYYNDKZQFQS,上银聚合益一年定开债券发起式,债券型-长债,SHANGYINJUHEYIYINIANDINGKAIZHAIQUANFAQISHI
14770,018253,PALLZA,平安利率债A,债券型-长债,PINGANLILVZHAIA
14771,018254,PALLZC,平安利率债C,债券型-长债,PINGANLILVZHAIC
14772,018255,GTXHYNDQKFZQFQS,国泰鑫鸿一年定期开放债券发起式,债券型-长债,GUOTAIXINHONGYINIANDINGQIKAIFANGZHAIQUANFAQISHI
14773,018256,GSABATSGYDQKFZQ,国寿安保安泰三个月定期开放债券,债券型-长债,GUOSHOUANBAOANTAISANGEYUEDINGQIKAIFANGZHAIQUAN
14774,018257,GTJAHS300ZSZQFQA,国泰君安沪深300指数增强发起A,指数型-股票,GUOTAIJUNANHUSHEN300ZHISHUZENGQIANGFAQIA
14775,018258,GTJAHS300ZSZQFQC,国泰君安沪深300指数增强发起C,指数型-股票,GUOTAIJUNANHUSHEN300ZHISHUZENGQIANGFAQIC
14776,018260,GLRYSH6GYCYZQA,国联融誉双华6个月持有债券A,债券型-混合二级,GUOLIANRONGYUSHUANGHUA6GEYUECHIYOUZHAIQUANA
14777,018261,GLRYSH6GYCYZQC,国联融誉双华6个月持有债券C,债券型-混合二级,GUOLIANRONGYUSHUANGHUA6GEYUECHIYOUZHAIQUANC
14778,018262,THZXYNDKZQFQ,天弘臻享一年定开债券发起,债券型-长债,TIANHONGZHENXIANGYINIANDINGKAIZHAIQUANFAQI
14779,018263,HFTWJYLMBYNCYHHFOFY,海富通稳健养老目标一年持有混合(FOF)Y,FOF-稳健型,HAIFUTONGWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFOFY
14780,018264,HFTPHYLMBSNCYQHHFOFY,海富通平衡养老目标三年持有期混合(FOF)Y,FOF-均衡型,HAIFUTONGPINGHENGYANGLAOMUBIAOSANNIANCHIYOUQIHUNHEFOFY
14781,018265,GLAHR3GYDKZQ,国联安恒润3个月定开债券,债券型-长债,GUOLIANANHENGRUN3GEYUEDINGKAIZHAIQUAN
14782,018266,FGZZ710NZCXJRZETFFQSLJA,富国中债7-10年政策性金融债ETF发起式联接A,指数型-固收,FUGUOZHONGZHAI710NIANZHENGCEXINGJINRONGZHAIETFFAQISHILIANJIEA
14783,018267,FGZZ710NZCXJRZETFFQSLJC,富国中债7-10年政策性金融债ETF发起式联接C,指数型-固收,FUGUOZHONGZHAI710NIANZHENGCEXINGJINRONGZHAIETFFAQISHILIANJIEC
14784,018270,FGXWJJYLMBWNCYQHHFQSFOFA,富国鑫旺积极养老目标五年持有期混合发起式(FOF)A,FOF-进取型,FUGUOXINWANGJIJIYANGLAOMUBIAOWUNIANCHIYOUQIHUNHEFAQISHIFOFA
14785,018271,GYHXCZZQC,工银恒享纯债债券C,债券型-长债,GONGYINHENGXIANGCHUNZHAIZHAIQUANC
14786,018272,JSWJXX6GYCYQZQA,嘉实稳健兴享6个月持有期债券A,债券型-混合二级,JIASHIWENJIANXINGXIANG6GEYUECHIYOUQIZHAIQUANA
14787,018273,JSWJXX6GYCYQZQC,嘉实稳健兴享6个月持有期债券C,债券型-混合二级,JIASHIWENJIANXINGXIANG6GEYUECHIYOUQIZHAIQUANC
14788,018274,JSMKPHYLSNCYQHHFQFOF,嘉实民康平衡养老三年持有期混合发起(FOF),FOF-均衡型,JIASHIMINKANGPINGHENGYANGLAOSANNIANCHIYOUQIHUNHEFAQIFOF
14789,018275,FCFJZQA,蜂巢丰嘉债券A,债券型-长债,FENGCHAOFENGJIAZHAIQUANA
14790,018276,FCFJZQC,蜂巢丰嘉债券C,债券型-长债,FENGCHAOFENGJIAZHAIQUANC
14791,018277,BSWJZLZQA,博时稳健增利债券A,债券型-混合二级,BOSHIWENJIANZENGLIZHAIQUANA
14792,018278,BSWJZLZQC,博时稳健增利债券C,债券型-混合二级,BOSHIWENJIANZENGLIZHAIQUANC
14793,018281,SZZGCXCZHHFQSA,山证资管创新成长混合发起式A,混合型-偏股,SHANZHENGZIGUANCHUANGXINCHENGZHANGHUNHEFAQISHIA
14794,018282,SZZGCXCZHHFQSC,山证资管创新成长混合发起式C,混合型-偏股,SHANZHENGZIGUANCHUANGXINCHENGZHANGHUNHEFAQISHIC
14795,018285,BSJXPZYX6GYCYHHFQSFOFA,博时集兴配置优选6个月持有混合发起式(FOF)A,FOF-进取型,BOSHIJIXINGPEIZHIYOUXUAN6GEYUECHIYOUHUNHEFAQISHIFOFA
14796,018286,BSJXPZYX6GYCYHHFQSFOFC,博时集兴配置优选6个月持有混合发起式(FOF)C,FOF-进取型,BOSHIJIXINGPEIZHIYOUXUAN6GEYUECHIYOUHUNHEFAQISHIFOFC
14797,018287,XAYSCYHHA,信澳优势产业混合A,混合型-偏股,XINAOYOUSHICHANYEHUNHEA
14798,018288,XAYSCYHHC,信澳优势产业混合C,混合型-偏股,XINAOYOUSHICHANYEHUNHEC
14799,018289,GFQSDLHHC,广发趋势动力混合C,混合型-灵活,GUANGFAQUSHIDONGLIHUNHEC
14800,018290,GFLTYXHHC,广发龙头优选混合C,混合型-灵活,GUANGFALONGTOUYOUXUANHUNHEC
14801,018291,GFXXCZHHC,广发新兴成长混合C,混合型-灵活,GUANGFAXINXINGCHENGZHANGHUNHEC
14802,018292,HXGZ2000ZSZQFQSA,华夏国证2000指数增强发起式A,指数型-股票,HUAXIAGUOZHENG2000ZHISHUZENGQIANGFAQISHIA
14803,018293,HXGZ2000ZSZQFQSC,华夏国证2000指数增强发起式C,指数型-股票,HUAXIAGUOZHENG2000ZHISHUZENGQIANGFAQISHIC
14804,018294,JSCCGQJZHHA,景顺长城国企价值混合A,混合型-偏股,JINGSHUNCHANGCHENGGUOQIJIAZHIHUNHEA
14805,018295,JSCCGQJZHHC,景顺长城国企价值混合C,混合型-偏股,JINGSHUNCHANGCHENGGUOQIJIAZHIHUNHEC
14806,018296,JYSAFXZQC,金元顺安丰祥债券C,债券型-混合一级,JINYUANSHUNANFENGXIANGZHAIQUANC
14807,018297,NFHWYX9GYCYHHFOFA,南方浩稳优选9个月持有混合(FOF)A,FOF-稳健型,NANFANGHAOWENYOUXUAN9GEYUECHIYOUHUNHEFOFA
14808,018298,NFHWYX9GYCYHHFOFC,南方浩稳优选9个月持有混合(FOF)C,FOF-稳健型,NANFANGHAOWENYOUXUAN9GEYUECHIYOUHUNHEFOFC
14809,018299,ZXBCZHJHBE,中信保诚智惠金货币E,货币型-普通货币,ZHONGXINBAOCHENGZHIHUIJINHUOBIE
14810,018300,HXXFDZETFLJA,华夏消费电子ETF联接A,指数型-股票,HUAXIAXIAOFEIDIANZIETFLIANJIEA
14811,018301,HXXFDZETFLJC,华夏消费电子ETF联接C,指数型-股票,HUAXIAXIAOFEIDIANZIETFLIANJIEC
14812,018302,HXJYYXSGYCYHHFQSFOFA,华夏聚盈优选三个月持有混合发起式(FOF)A,FOF-进取型,HUAXIAJUYINGYOUXUANSANGEYUECHIYOUHUNHEFAQISHIFOFA
14813,018303,HXJYYXSGYCYHHFQSFOFC,华夏聚盈优选三个月持有混合发起式(FOF)C,FOF-进取型,HUAXIAJUYINGYOUXUANSANGEYUECHIYOUHUNHEFAQISHIFOFC
